是否逾期,申请时段,grade,closed_accounts,open_accounts,enquiry_alert,人脸相似度,电话使用时长,年龄,分区,信用卡额度使用率,信用卡数,信用卡平均额度,贷款数,贷款平均额度,平均分期金额,平均期数,90天内贷款查询次数,180天内贷款查询次数,120天内信用卡查询次数,365天内信用卡查询次数,历史近两年逾期最大天数,ULC33S,近三个月逾期天数,G207O,dsr_before,身份证号首字母,历史申请贷款查询数,开户成功率,total_monthly_obligation
否,0点,II,0,5,33,0.58,一年到两年,20,大埔,0.86,3,13333,2,20000,1293,36,0,10,1,2,0,72474,0,3621,45,Y,9,0.44,3805
否,8点,AA,0,1,33,0.54,两年以上,55,葵青,0.01,1,70000,0,0,0,0,0,0,0,1,0,885,0,27,10,P,0,0,606
否,8点,II,0,1,6,0.49,三个月内,25,深水埗,0,0,0,1,10000,1066,12,6,6,0,0,0,11726,0,1066,36,Y,5,0.2,1250
否,11点,HH,4,5,44,0.52,Missing,37,观塘,0.84,3,41000,2,35000,2903,15,1,1,0,0,11,173080,10,8906,45,Z,9,0.89,9251
否,15点,GG,17,0,3,0.52,Missing,27,油尖旺,0.74,2,34000,2,32500,2069,24,0,0,0,0,0,141355,0,6578,16,Y,3,4.33,345
否,8点,GG,5,2,23,0.8,一年到两年,38,元朗,1,1,61000,1,100000,2467,60,3,4,0,0,11,172099,10,4300,49,Z,3,0,4645
否,11点,GG,7,1,16,0.73,两年以上,28,西贡,0.99,1,97000,0,0,0,0,1,1,0,0,37,96152,0,2885,19,Y,3,1.67,3230
是,11点,HH,4,2,3,0.71,一年到两年,27,黄大仙,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,345
否,12点,II,6,6,49,0.81,一年到两年,29,九龙城,0.94,2,17500,4,31250,2627,17,6,10,0,2,0,152971,0,11493,82,R,21,0.57,11696
否,12点,II,13,5,61,0.74,两年以上,26,西贡,1,2,40000,3,90000,3597,24,8,10,0,0,0,402912,0,13182,71,Y,28,0.43,13366
否,14点,II,9,7,98,0.72,两年以上,23,观塘,1,4,13250,3,51667,3087,22,2,6,0,0,0,223877,0,10848,72,Y,27,0.48,11033
否,14点,HH,4,8,35,0.79,两年以上,47,深水埗,0.99,6,34833,1,30000,1478,60,2,2,0,0,0,221061,0,7681,64,G,5,0.8,0
否,16点,II,3,2,23,0.68,三个月到半年,23,屯门,1.03,2,64500,0,0,0,0,3,5,0,0,8,132793,8,3984,22,Y,10,0.5,4168
否,21点,II,11,10,123,0.72,Missing,36,元朗,0.91,7,30143,3,35000,2894,27,2,4,1,3,10,322918,10,14452,58,Z,37,0.46,14636
否,0点,II,0,0,5,0.67,三个月内,20,大埔,0.74,2,34000,2,32500,2069,24,5,5,0,0,0,141355,0,6578,0,Y,5,0,184
否,10点,II,5,3,38,0.61,三个月内,22,荃湾,0,0,0,3,35800,1442,36,3,7,0,0,0,149360,0,4325,33,Y,2,1,4509
是,12点,II,0,7,55,0.46,Missing,22,元朗,1.03,3,23333,3,103333,2817,40,8,9,0,1,0,419536,0,10610,56,R,7,0.14,0
否,14点,II,16,6,39,0.58,Missing,27,油尖旺,0.35,3,27333,3,60000,2642,24,3,6,0,1,10,225497,10,8776,40,Y,16,1.13,8961
是,22点,II,10,10,79,0.5,两年以上,25,屯门,0.98,3,16667,7,46143,2535,25,6,9,0,0,1,394438,1,19225,84,Y,34,0.56,19409
否,14点,HH,7,9,30,0.48,两年以上,49,九龙城,0.34,4,26250,5,168000,7608,32,2,5,4,8,0,868334,0,39126,76,G,10,1.1,39471
否,18点,HH,6,5,36,0.45,一年到两年,37,深水埗,1.03,1,100000,4,45896,1104,59,1,1,0,0,0,162578,0,7513,42,P,7,1.29,7858
否,17点,II,0,2,8,0.5,一年到两年,22,观塘,0.99,2,12500,0,0,0,0,0,0,0,2,6,24722,31,742,6,Y,1,1,926
是,9点,II,0,0,11,0.32,三个月到半年,19,观塘,0.74,2,34000,2,32500,2069,24,0,10,1,1,0,141355,0,6578,0,Y,5,0,184
否,10点,II,7,6,61,0.56,两年以上,27,葵青,0.71,3,64333,3,10000,967,24,8,9,5,5,11,164603,11,7020,47,Y,16,0.75,0
否,18点,II,6,4,55,0.72,一年到两年,20,油尖旺,0.62,3,18333,1,10000,1066,12,6,8,0,2,4,46787,1,2083,13,R,21,0.48,2267
否,11点,II,12,5,93,0.67,Missing,30,南区,0.52,4,58500,1,10000,1044,12,3,8,0,2,1,132737,1,4726,27,Z,30,0.5,4910
否,22点,II,15,7,104,0.59,两年以上,46,葵青,0.82,5,44000,2,55000,3435,24,5,7,0,0,12,308954,3,12252,68,K,32,0.63,12436
否,9点,HH,1,5,53,0.6,两年以上,28,沙田,0.73,3,30000,2,153750,5457,48,4,4,0,0,0,369073,0,12881,54,Y,4,0.75,13226
否,0点,II,9,12,123,0.59,两年以上,24,元朗,0.9,5,15140,7,16571,1299,20,16,32,0,2,9,177878,8,11129,79,Y,53,0.34,0
否,14点,HH,1,3,26,0.72,两年以上,25,北区,0.8,2,37459,1,50000,2464,60,0,0,0,0,11,108320,0,4259,47,Y,5,0.6,4604
否,19点,HH,0,2,36,0.37,Missing,24,西贡,1.54,2,65000,0,0,0,0,0,0,0,1,5,199744,0,5992,36,Y,1,1,6337
是,17点,II,0,4,64,0.71,两年以上,25,黄大仙,1.05,4,32000,0,0,0,0,3,6,0,1,0,135017,0,4051,30,Y,4,0.25,4235
是,18点,II,0,1,19,0.46,半年到一年,20,大埔,0,0,0,1,10000,493,60,1,10,3,3,0,10000,0,493,61,Y,16,0.06,677
是,21点,HH,1,0,0,0.59,Missing,30,油尖旺,0.74,2,34000,2,32500,2069,24,0,0,0,0,0,141355,0,6578,29,R,0,0,345
否,14点,II,0,1,11,0.5,一年到两年,22,大埔,1.02,1,40000,0,0,0,0,0,0,1,1,36,40778,7,1223,52,Y,1,1,1408
否,15点,II,0,4,19,0.73,半年到一年,22,沙田,1.01,2,42500,2,17500,972,39,0,0,0,1,5,116236,5,4511,28,Y,9,0.44,4696
是,16点,II,7,4,37,0.49,一年到两年,25,油尖旺,0.83,2,25000,1,10000,656,24,1,3,1,1,8,49329,51,1895,9,Y,24,0.46,2080
否,18点,HH,8,6,50,0.54,两年以上,43,观塘,0.88,4,55000,2,15000,1311,15,2,2,1,1,5,213692,4,8418,77,K,7,1.57,8763
否,11点,HH,8,5,92,0.58,两年以上,33,大埔,0,1,51000,3,150000,4929,48,2,3,0,0,6,453220,0,14788,42,Z,13,0.69,15133
是,19点,DD,0,0,1,0.44,两年以上,29,湾仔,0.74,2,34000,2,32500,2069,24,0,0,0,0,0,141355,0,6578,41,M,0,0,524
否,12点,II,21,7,67,0.62,Missing,27,东区,0.71,3,57000,4,19250,2051,12,5,9,0,0,4,203262,4,11854,56,Y,21,1.24,12039
否,18点,BB,5,3,13,0.58,两年以上,23,葵青,1,1,10000,0,0,0,0,6,6,0,1,0,10000,0,300,6,Y,6,0,0
是,14点,II,2,4,45,0.64,半年到一年,22,沙田,0.54,2,5000,2,17500,1149,36,4,8,0,2,30,43152,30,2460,16,R,33,0.18,2645
否,16点,II,0,9,22,0.56,两年以上,25,元朗,0.97,6,31667,2,35000,2583,18,6,6,0,0,0,281897,0,10670,71,Y,5,0.8,10855
否,18点,II,0,1,5,0.73,三个月内,21,沙田,1.02,1,3000,0,0,0,0,3,3,1,2,0,3050,0,92,1,R,3,0.33,276
否,18点,II,21,10,76,0.63,两年以上,44,屯门,0.42,5,24000,5,79000,3594,28,2,5,0,2,0,558733,0,19470,75,K,26,0.85,19655
是,19点,II,3,6,30,0.53,三个月内,22,大埔,0.87,3,20000,3,11667,1243,12,4,11,0,0,8,96189,8,5304,33,Y,19,0.47,5489
否,8点,II,3,2,23,0.41,半年到一年,23,油尖旺,0.98,1,10000,1,80000,5749,18,0,1,0,1,0,96082,0,6044,43,R,3,1.67,6229
否,11点,II,7,4,19,0.63,两年以上,37,观塘,0.88,2,57500,2,23000,1313,24,5,5,0,0,0,147373,0,5646,33,V,5,2.2,5830
否,18点,II,10,4,43,0.64,Missing,54,屯门,1.02,1,70000,3,30000,1734,20,12,13,0,0,1,139646,1,7338,92,G,15,0.8,7523
是,17点,HH,0,0,3,0.54,一年到两年,26,离岛,0.74,2,34000,2,32500,2069,24,0,0,0,0,0,141355,0,6578,35,Y,2,0,0
否,8点,II,8,4,75,0.49,两年以上,28,元朗,0.87,2,102500,2,145000,5824,36,3,4,1,2,0,483864,1,16992,63,Y,6,1.5,17176
否,12点,II,9,7,62,0.44,Missing,44,南区,0.72,3,56667,4,46250,3000,39,4,6,0,0,10,339523,36,15694,52,K,25,0.56,13640
否,16点,II,1,4,16,0.54,两年以上,20,屯门,0.96,2,15000,2,35000,1988,39,7,10,1,2,0,106123,0,4843,27,R,10,0.4,5027
是,19点,II,2,2,47,0.43,两年以上,25,元朗,1.08,2,98000,0,0,0,0,0,2,0,0,0,211801,30,6354,25,Y,2,0,0
否,21点,HH,8,3,45,0.58,一年到两年,51,观塘,0.96,2,27500,1,208000,6358,60,1,1,1,1,0,434170,0,7939,38,D,5,1.4,8284
否,12点,CC,2,3,35,0.33,一年到两年,20,荃湾,0,3,16512,0,0,0,0,2,9,0,1,8,0,0,0,0,Y,26,0.19,574
否,13点,HH,15,9,47,0.5,Missing,28,沙田,0.97,6,12667,3,100000,5054,22,2,4,1,1,6,249062,0,17374,53,R,17,0.82,0
否,10点,EE,6,2,58,0.49,两年以上,25,元朗,0.03,1,104000,1,30000,5417,6,1,1,0,0,0,23564,0,5510,37,R,4,0.5,5946
否,13点,II,2,8,36,0.63,三个月到半年,22,葵青,0.93,4,11250,4,16250,1302,24,10,26,3,4,0,112545,0,6469,38,Y,24,0.33,6654
否,15点,II,10,13,108,0.56,一年到两年,32,观塘,0.76,6,32667,6,62500,2545,38,2,9,0,1,26,441971,4,19715,70,Z,26,0.5,19899
是,14点,HH,0,3,17,0.63,三个月到半年,34,元朗,0.98,1,70000,1,30000,2237,18,6,7,0,0,0,106936,0,4304,29,Z,5,0.4,0
否,16点,II,0,6,11,0.35,三个月内,21,元朗,0.96,3,18333,3,50000,2517,40,8,8,0,0,0,250780,0,9134,46,Y,7,0.71,9319
否,16点,FF,0,1,2,0.56,三个月到半年,20,深水埗,0.88,1,8000,0,0,0,0,0,0,1,1,0,7001,0,210,3,Y,0,0,0
否,18点,II,0,0,7,0.59,半年到一年,32,北区,0.74,2,34000,2,32500,2069,24,3,3,0,0,0,141355,0,6578,0,Z,6,0,184
否,14点,II,20,3,95,0.47,Missing,31,屯门,0,0,0,3,189505,4587,42,8,11,0,1,0,547397,18,13762,39,Z,15,0.2,13946
是,21点,II,1,2,27,0.54,一年到两年,23,东区,0.95,2,65000,0,0,0,0,2,4,0,0,9,123202,9,3696,18,Y,4,0.25,0
否,13点,FF,0,1,13,0.39,三个月内,23,葵青,0.06,1,50000,0,0,0,0,2,2,0,0,0,3023,0,91,15,Y,4,0.25,475
否,17点,FF,2,5,59,0.57,Missing,60,元朗,0.99,4,23775,1,52250,2209,36,0,0,0,1,28,93946,0,4895,44,G,2,0,5279
否,18点,II,2,5,26,0.52,三个月到半年,23,葵青,0.97,2,20679,3,15000,1918,24,11,20,0,0,3,86832,3,6955,35,R,20,0.35,0
是,19点,HH,0,0,8,0.59,半年到一年,19,屯门,0.74,2,34000,2,32500,2069,24,1,5,1,1,0,141355,0,6578,60,Y,7,0,345
否,21点,II,0,2,10,0.66,一年到两年,23,离岛,0.79,1,10000,1,10000,1066,12,3,3,0,0,8,19618,8,1303,91,Y,4,0.5,0
否,23点,II,23,5,64,0.53,Missing,43,黄大仙,0.93,2,24500,3,76667,3205,20,3,3,0,0,1,297951,1,10975,61,K,13,2.08,11159
否,17点,II,7,5,37,0.65,两年以上,27,屯门,1.04,2,15000,2,55000,3945,18,4,6,0,3,11,148055,34,9064,82,Y,6,0.83,9249
是,12点,II,1,4,48,0.43,半年到一年,21,荃湾,1.01,2,10000,2,36200,1248,33,3,4,2,2,5,105685,5,3103,17,Y,7,0.29,3287
是,12点,GG,1,2,7,0.38,半年到一年,27,屯门,1.04,2,32500,0,0,0,0,0,0,2,5,0,67331,0,2020,18,Y,0,0,2365
否,12点,CC,1,4,22,0.44,半年到一年,21,元朗,0.37,4,20500,0,0,0,0,2,2,1,13,0,30047,0,901,20,R,2,0,1475
否,11点,II,7,6,44,0.51,两年以上,23,观塘,0.82,2,75000,4,23000,1684,33,2,3,0,0,2,216654,2,10418,69,Y,24,0.54,10603
否,11点,GG,3,1,44,0.7,一年到两年,24,九龙城,0,1,15000,0,0,0,0,1,1,0,0,53,0,0,0,0,Y,8,0.5,345
否,13点,II,6,5,58,0.45,两年以上,27,南区,0.62,3,13333,2,11000,1173,12,10,24,1,2,8,51990,8,3086,21,Y,45,0.16,3271
是,14点,II,0,0,3,0.54,Missing,22,屯门,0.74,2,34000,2,32500,2069,24,3,3,0,0,0,141355,0,6578,10,R,3,0,184
是,14点,II,2,0,20,0.53,三个月到半年,27,西贡,0.74,2,34000,2,32500,2069,24,3,6,0,1,0,141355,0,6578,0,Y,11,0.18,0
是,16点,GG,2,1,20,0.52,三个月内,25,西贡,0.91,1,10000,0,0,0,0,7,7,0,0,0,9125,0,274,8,Y,7,0.43,619
否,17点,II,25,5,50,0.33,两年以上,58,黄大仙,0.3,2,27500,3,73333,4327,28,4,10,0,0,0,232078,0,13481,86,G,34,0.82,13665
否,8点,II,12,7,81,0.54,两年以上,35,东区,1.01,2,20000,5,9800,1051,19,3,3,0,2,40,75747,40,6463,49,Z,31,0.42,0
否,8点,GG,5,6,48,0.69,两年以上,23,荃湾,0.39,5,37000,1,30000,2312,18,1,1,0,4,0,100542,0,4496,37,Y,2,1.5,0
否,8点,FF,0,2,20,0.5,两年以上,24,油尖旺,1,2,51970,0,0,0,0,2,3,0,1,6,103650,6,3110,14,R,5,0.2,3494
否,12点,II,0,1,2,0.61,三个月内,38,元朗,0.68,1,10000,0,0,0,0,1,1,0,0,0,6811,0,204,4,M,1,1,389
否,13点,II,6,10,68,0.31,两年以上,33,湾仔,1.09,3,36333,6,40000,3183,26,9,22,0,0,0,396293,0,22570,75,Z,39,0.33,22755
否,16点,HH,8,6,75,0.38,Missing,25,沙田,0.96,4,18750,2,62500,3148,30,1,4,0,0,0,177931,0,8448,68,Y,12,1,8793
是,13点,II,20,9,86,0.53,Missing,43,黄大仙,0.63,2,40000,7,80707,3710,43,6,27,0,1,90,688808,11,27480,60,K,52,0.5,27664
是,15点,HH,0,3,50,0.61,两年以上,23,观塘,0.9,1,100000,2,22000,1894,15,0,2,1,1,0,108291,0,6488,29,Y,6,0.5,6833
否,15点,HH,19,7,53,0.65,两年以上,38,九龙城,1.01,3,10000,4,48750,3214,38,3,4,0,0,0,123927,0,13766,74,Z,20,1.05,14111
否,16点,HH,1,2,19,0.51,一年到两年,21,葵青,0.86,1,14996,1,40000,1971,60,1,1,1,1,0,52465,0,2357,47,Y,5,0.4,2702
否,20点,EE,1,1,33,0.64,Missing,58,观塘,1.03,1,62000,0,0,0,0,0,0,0,0,0,64109,0,1923,14,P,0,0,2359
否,22点,HH,0,1,14,0.61,一年到两年,19,元朗,1,1,10000,0,0,0,0,0,0,2,4,0,10000,0,300,6,Y,5,0.2,645
否,16点,II,0,4,46,0.54,两年以上,27,观塘,0.97,3,18333,1,20000,2127,12,10,13,1,1,0,70525,0,3722,24,R,10,0.3,3906
否,8点,II,4,6,72,0.51,两年以上,24,大埔,0.48,4,39000,2,75000,3449,30,4,8,0,0,0,282214,1,9126,51,Y,8,0.63,0
否,10点,II,12,14,149,0.42,Missing,25,葵青,0.88,10,27900,3,190017,7492,29,3,7,1,2,0,870040,1,29881,85,Y,18,0.22,30065
是,11点,HH,13,5,25,0.64,两年以上,49,东区,0.45,2,17500,3,13333,2314,8,4,6,0,0,38,45186,0,7409,39,P,18,0.94,0
否,15点,II,0,1,7,0.58,半年到一年,21,葵青,0,0,0,1,30000,1478,60,4,4,1,3,0,30000,0,1478,49,R,4,0.25,1662
是,8点,II,5,4,67,0.34,一年到两年,27,南区,0,0,0,4,33761,2398,32,12,14,0,1,0,171642,0,9592,72,Y,13,0.54,0
否,14点,II,0,1,5,0.38,一年到两年,21,屯门,0,0,0,1,30000,1478,60,3,3,0,0,0,30000,0,1478,16,Y,3,0.33,1662
是,14点,II,0,0,7,0.59,三个月内,23,元朗,0.74,2,34000,2,32500,2069,24,5,5,0,0,0,141355,0,6578,3,R,6,0,184
否,18点,HH,4,2,27,0.5,两年以上,25,南区,0.99,2,37500,0,0,0,0,0,0,2,4,7,74426,0,2233,19,Y,0,0,0
否,20点,II,20,12,97,0.3,两年以上,55,观塘,0.94,5,31000,7,82143,4259,29,5,11,0,0,0,867942,0,34189,85,G,26,1.04,34373
否,8点,HH,5,10,77,0.51,两年以上,24,东区,1.09,6,39500,1,5000,672,9,6,7,1,2,0,264365,0,8442,70,V,4,0.25,7738
否,11点,II,0,3,12,0.62,三个月到半年,20,深水埗,0.78,2,15000,1,20000,986,60,1,3,0,0,6,43532,6,1692,52,Y,7,0.43,1876
否,13点,II,3,7,57,0.52,半年到一年,20,荃湾,1.05,2,12500,5,15200,1491,20,7,11,0,1,2,82417,2,8244,69,Y,27,0.26,8428
否,10点,II,15,6,45,0.51,两年以上,27,元朗,0.98,3,36667,3,35000,3397,13,4,7,0,0,0,223342,0,13430,100,Y,23,0.65,13615
否,14点,II,2,15,131,0.42,两年以上,37,沙田,0.89,10,33100,4,64500,1961,45,11,12,0,1,0,441668,1,16681,84,Z,15,0.4,0
否,14点,II,3,3,47,0.51,Missing,21,葵青,0.91,1,70000,2,30000,2320,36,2,8,0,0,7,115112,7,6544,30,Y,12,0.5,6728
否,15点,HH,0,3,18,0.65,两年以上,25,荃湾,1,3,51667,0,0,0,0,0,0,0,0,11,154279,0,4628,23,V,0,0,4973
是,16点,II,29,11,70,0.59,Missing,36,荃湾,0.89,5,20000,6,68819,2582,50,3,10,0,0,20,344265,0,18164,98,Z,28,0.86,0
是,16点,II,2,4,26,0.68,一年到两年,21,黄大仙,0.88,2,30000,2,25500,1830,36,8,10,0,0,0,102513,0,5247,33,Y,15,0.4,0
否,18点,HH,0,2,49,0.55,两年以上,24,油尖旺,0.96,1,90000,1,105000,3630,60,4,4,0,2,0,260386,1,6214,39,R,4,0,6559
否,21点,HH,5,2,38,0.71,一年到两年,20,元朗,1,2,35000,0,0,0,0,2,3,0,0,0,70037,0,2101,14,R,20,0.35,0
否,11点,II,8,4,67,0.56,两年以上,29,元朗,1.18,1,50000,3,103500,3091,46,1,4,3,4,6,441792,5,11040,61,Y,9,0.44,11224
是,11点,II,11,3,54,0.34,两年以上,21,沙田,0.73,2,10000,1,10000,493,60,3,4,0,0,15,24374,12,931,11,Y,14,0.71,1116
否,12点,HH,4,3,34,0.52,Missing,26,深水埗,0.55,3,21653,0,0,0,0,2,2,0,1,1,35436,0,1063,4,V,11,0.55,1408
否,13点,HH,19,4,73,0.48,两年以上,27,油尖旺,0.61,3,10000,1,73000,3766,36,4,5,0,0,10,87513,10,4313,29,Y,24,0.79,4658
否,14点,HH,12,7,83,0.65,两年以上,33,屯门,0.42,4,21250,3,232927,5704,53,0,0,0,0,0,730237,0,18185,58,Z,1,0,18530
否,20点,II,13,6,51,0.68,Missing,31,北区,0.69,2,40000,4,112500,4551,27,2,3,0,0,1,477122,1,19873,90,Z,28,0.64,20057
否,8点,DD,0,0,8,0.53,两年以上,30,观塘,0.74,2,34000,2,32500,2069,24,0,0,1,3,0,141355,0,6578,0,P,3,0,524
是,13点,HH,4,1,23,0,Missing,26,油尖旺,0,0,0,1,150000,3416,60,2,2,0,5,79,21919,0,3416,65,Y,8,0.63,3761
否,10点,II,0,5,16,0.45,三个月内,19,北区,0.75,2,17500,3,46667,2117,36,2,3,0,1,0,165664,0,7141,44,Y,11,0.45,7325
否,10点,II,2,12,75,0.46,两年以上,27,元朗,0.97,6,50667,5,39000,2219,19,1,7,0,1,0,383544,30,19930,66,P,12,0.75,0
是,10点,II,4,5,31,0.59,两年以上,21,黄大仙,0.94,3,32657,2,15000,1026,36,7,12,0,2,5,121789,0,4808,40,Y,17,0.35,4992
否,11点,II,0,5,40,0.54,半年到一年,27,离岛,1.05,3,30333,1,20000,2097,12,3,9,2,3,0,116940,1,4976,28,Y,8,0.25,5160
否,12点,GG,1,3,51,0.53,两年以上,28,深水埗,1.01,2,66500,1,113300,3657,36,3,3,0,0,4,153264,4,7706,47,Y,2,0.5,8051
否,12点,II,0,4,15,0.26,半年到一年,20,屯门,0.82,1,15000,3,36333,1712,38,2,7,0,0,0,122802,0,5508,30,R,8,0.5,5692
否,19点,DD,8,4,52,0.57,两年以上,26,屯门,0.62,3,40333,0,0,0,0,0,0,0,0,0,75343,0,2260,11,Y,1,3,0
否,0点,II,10,5,87,0.51,两年以上,24,北区,0.9,3,15000,2,31500,2796,18,10,20,0,1,0,118058,0,6808,54,Y,52,0.29,0
是,8点,II,0,5,44,0.59,两年以上,23,东区,0.93,4,57000,1,50000,1513,36,1,2,0,0,7,248986,7,7893,66,Y,1,1,0
否,11点,II,0,2,38,0.29,一年到两年,21,黄大仙,0.96,1,15000,1,16000,1241,18,1,3,0,1,0,27106,0,1671,14,R,5,0.4,0
否,15点,II,1,4,17,0.38,Missing,24,元朗,1.01,2,60000,2,30000,2041,18,5,5,1,1,3,203666,2,7727,31,Y,5,1,7912
否,18点,HH,1,0,4,0.6,两年以上,24,北区,0.74,2,34000,2,32500,2069,24,0,1,0,0,0,141355,0,6578,0,R,4,0.25,345
否,11点,HH,6,2,46,0.58,两年以上,50,油尖旺,0.92,1,40000,1,59989,2989,30,2,4,0,0,0,102558,0,4093,29,G,0,0,4438
否,12点,II,3,5,17,0.5,两年以上,24,荃湾,0,2,12500,2,17500,1856,12,6,11,0,0,0,40572,0,3712,24,Y,11,0.73,3896
是,13点,II,4,8,52,0.63,两年以上,34,黄大仙,0.73,3,43333,5,29000,2344,24,2,3,0,0,4,210531,4,14565,73,Z,13,0.85,14750
否,14点,HH,22,5,63,0.54,Missing,31,元朗,0,0,0,5,51390,2708,35,1,4,0,3,17,212925,17,13541,77,Y,16,1.13,13886
是,17点,II,7,8,117,0.55,两年以上,22,深水埗,1,4,26800,3,15000,1174,26,8,10,0,1,14,143916,13,6728,47,Y,25,0.44,6912
否,19点,II,11,6,52,0.51,Missing,33,西贡,0.65,2,15000,4,40000,2005,38,4,6,0,0,0,178253,0,8602,24,Z,25,0.64,8786
是,12点,FF,0,2,36,0.55,两年以上,26,屯门,1.14,2,68500,0,0,0,0,4,4,0,0,0,156360,0,4691,23,Y,2,0.5,5075
否,12点,II,10,6,20,0.53,两年以上,34,黄大仙,0.93,5,13200,1,180000,6450,48,1,1,1,1,0,345588,0,8299,28,Z,6,1.5,8484
否,14点,HH,4,6,88,0.53,一年到两年,36,屯门,0.11,3,74333,3,19333,1719,16,11,16,1,1,0,93477,0,5900,68,Z,16,0.44,0
否,16点,II,12,10,45,0.46,Missing,24,屯门,0.98,3,31667,7,14429,1276,26,5,7,0,1,9,190932,9,11722,73,R,34,0.56,11907
否,15点,II,0,6,28,0.46,三个月内,24,葵青,1.02,2,9000,2,25000,2502,12,8,8,0,0,0,76341,0,5556,48,P,8,0.38,5740
否,18点,II,14,2,42,0.54,Missing,39,西贡,1.04,1,30000,1,400000,10399,72,4,9,1,1,11,130953,56,11332,63,P,10,0.5,11516
否,22点,HH,6,3,60,0.53,两年以上,29,观塘,0.78,1,15000,2,142500,4676,42,2,2,0,0,0,332213,0,9702,61,Y,9,0.89,10047
是,0点,II,14,7,55,0.52,两年以上,35,元朗,0.9,3,40667,4,107500,3694,44,2,4,0,0,11,472238,11,18072,72,Z,24,0.67,18256
否,9点,II,15,5,46,0.63,Missing,28,大埔,0.49,2,10000,3,58155,3106,28,2,8,0,0,0,194382,4,9614,74,P,31,0.52,0
否,10点,II,8,6,48,0.31,一年到两年,22,南区,0.92,4,18954,2,72500,3354,48,3,6,0,3,0,294284,0,8798,60,Y,21,0.57,8982
否,11点,II,13,5,81,0.49,Missing,25,屯门,0.97,2,87500,3,17000,1746,13,5,8,1,2,14,224795,9,10333,74,Y,25,0.48,10517
否,15点,II,23,9,96,0.61,Missing,35,荃湾,0.09,4,47750,5,35258,2414,26,9,17,0,0,18,171933,12,12562,57,Z,33,0.91,10553
否,15点,II,0,9,62,0.49,两年以上,28,黄大仙,0.99,3,99667,6,81667,2778,32,8,12,0,0,0,717883,0,25525,72,R,11,0.55,25709
否,15点,II,2,4,27,0.56,半年到一年,54,东区,0.95,3,102667,1,20000,1580,18,2,2,0,0,0,320215,0,10333,52,G,10,0.6,10518
是,17点,GG,10,4,45,0.54,两年以上,32,深水埗,0,1,15000,3,30162,1963,32,7,10,0,0,1,70803,1,5888,86,P,23,0.57,0
否,18点,II,18,8,88,0.65,Missing,41,东区,1.03,5,11400,3,40000,3172,16,6,8,0,2,0,179535,0,11278,75,K,31,0.68,11462
否,22点,II,15,4,65,0.53,Missing,27,中西区,0.94,2,19500,1,295000,9200,48,2,2,1,1,0,427343,30,10302,52,Y,6,0.67,10487
否,22点,II,0,7,81,0.54,一年到两年,22,葵青,0.84,3,26000,4,13820,546,39,2,3,0,4,0,129127,0,4151,46,R,14,0.29,4335
否,8点,GG,0,10,33,0.69,半年到一年,20,观塘,0.93,10,8700,0,0,0,0,2,3,1,5,0,80635,0,2419,60,R,3,0.33,2764
否,19点,HH,2,11,85,0.54,两年以上,28,观塘,0.66,9,23924,2,74000,3446,18,4,8,1,2,0,184936,0,11175,97,Y,9,0.33,11520
否,10点,II,0,8,72,0.6,两年以上,25,黄大仙,0.82,4,34750,4,12500,1189,24,0,8,0,0,4,155611,4,8177,51,R,29,0.21,8361
否,13点,GG,0,3,48,0.45,一年到两年,22,东区,0.92,3,11667,0,0,0,0,4,4,2,2,0,32086,1,963,24,Y,4,0.25,1308
否,17点,II,5,6,47,0.5,两年以上,30,黄大仙,0.97,2,25000,4,107500,4947,33,10,19,0,0,0,597759,0,21242,75,V,22,0.27,21426
否,17点,II,0,5,58,0.56,三个月到半年,23,东区,0.97,2,41500,3,26000,1467,36,0,2,0,1,8,144259,0,6814,38,Y,9,0.44,6998
否,22点,II,13,6,66,0.54,两年以上,27,南区,1.03,1,5000,5,67400,2978,21,6,11,0,0,0,536176,0,15047,70,Y,19,0.68,15231
否,11点,HH,4,0,15,0.53,半年到一年,40,南区,0.74,2,34000,2,32500,2069,24,3,3,0,1,0,141355,0,6578,33,K,13,0.15,345
否,11点,II,13,4,49,0.53,两年以上,33,沙田,0.82,1,50000,3,28333,2509,14,1,1,0,0,13,118521,1,8752,51,Z,7,2.14,8937
否,15点,II,0,0,4,0.6,三个月内,19,黄大仙,0.74,2,34000,2,32500,2069,24,4,4,0,0,0,141355,0,6578,0,Y,4,0,184
否,15点,II,0,4,11,0.46,三个月到半年,22,北区,0.99,3,13667,1,20000,1274,24,3,6,0,0,0,67286,0,2490,12,Y,6,0.5,2674
否,16点,II,0,5,19,0,一年到两年,20,荃湾,0.56,2,11500,3,11667,1348,10,7,7,3,3,0,47197,0,4428,37,Y,8,0.5,4613
否,21点,GG,1,4,54,0.6,两年以上,29,屯门,0.51,4,24000,0,0,0,0,0,0,0,2,0,47981,1,1439,7,P,0,0,1784
是,9点,GG,6,2,38,0.35,两年以上,27,元朗,1.24,1,15000,1,152040,4815,60,0,1,0,0,0,148731,0,5373,41,Y,4,1.25,5718
否,13点,HH,25,6,111,0.53,两年以上,33,大埔,0,3,20000,3,93333,3688,33,1,3,0,1,0,293549,0,11063,74,Z,44,0.57,11408
